inventory_id,product_id,store_id,stock_quantity,snapshot_date
INV-0002406,PRD-00013,STR-0010,41,2024-01-22
INV-0002407,PRD-00057,STR-0010,218,2024-01-22
INV-0002408,PRD-00054,STR-0010,146,2024-01-22
INV-0002409,PRD-00063,STR-0010,199,2024-01-22
INV-0002410,PRD-00061,STR-0010,247,2024-01-22
INV-0002411,PRD-00068,STR-0010,54,2024-01-22
INV-0002412,PRD-00016,STR-0010,219,2024-01-22
INV-0002413,PRD-00003,STR-0010,56,2024-01-22
INV-0002414,PRD-00030,STR-0010,165,2024-01-22
INV-0002415,PRD-00058,STR-0010,57,2024-01-22
INV-0002416,PRD-00024,STR-0010,173,2024-01-22
INV-0002417,PRD-00046,STR-0010,52,2024-01-22
INV-0002418,PRD-00060,STR-0010,68,2024-01-22
INV-0002419,PRD-00066,STR-0010,166,2024-01-22
INV-0002420,PRD-00053,STR-0010,104,2024-01-22
INV-0002421,PRD-00055,STR-0010,131,2024-01-22
INV-0002422,PRD-00033,STR-0010,5,2024-01-22
INV-0002423,PRD-00026,STR-0010,221,2024-01-22
INV-0002424,PRD-00041,STR-0010,199,2024-01-22
INV-0002425,PRD-00008,STR-0010,247,2024-01-22
INV-0002426,PRD-00002,STR-0010,196,2024-01-22
INV-0002427,PRD-00062,STR-0010,174,2024-01-22
INV-0002428,PRD-00049,STR-0010,2,2024-01-22
INV-0002429,PRD-00032,STR-0010,121,2024-01-22
INV-0002430,PRD-00039,STR-0010,233,2024-01-22
INV-0002431,PRD-00029,STR-0010,33,2024-01-22
INV-0002432,PRD-00012,STR-0010,165,2024-01-22
INV-0002433,PRD-00031,STR-0010,44,2024-01-22
INV-0002434,PRD-00064,STR-0010,153,2024-01-22
INV-0002435,PRD-00035,STR-0010,205,2024-01-22
INV-0002436,PRD-00011,STR-0010,2,2024-01-22
INV-0002437,PRD-00017,STR-0010,57,2024-01-22
INV-0002438,PRD-00045,STR-0010,64,2024-01-22
INV-0002439,PRD-00027,STR-0010,155,2024-01-22
INV-0002440,PRD-00034,STR-0010,206,2024-01-22
INV-0002441,PRD-00040,STR-0011,61,2024-01-22
INV-0002442,PRD-00036,STR-0011,230,2024-01-22
INV-0002443,PRD-00055,STR-0011,14,2024-01-22
INV-0002444,PRD-00049,STR-0011,206,2024-01-22
INV-0002445,PRD-00045,STR-0011,219,2024-01-22
INV-0002446,PRD-00030,STR-0011,205,2024-01-22
INV-0002447,PRD-00017,STR-0011,207,2024-01-22
INV-0002448,PRD-00014,STR-0011,153,2024-01-22
INV-0002449,PRD-00063,STR-0011,103,2024-01-22
INV-0002450,PRD-00020,STR-0011,169,2024-01-22
INV-0002451,PRD-00044,STR-0011,81,2024-01-22
INV-0002452,PRD-00034,STR-0011,174,2024-01-22
INV-0002453,PRD-00053,STR-0011,35,2024-01-22
INV-0002454,PRD-00068,STR-0011,184,2024-01-22
INV-0002455,PRD-00026,STR-0011,6,2024-01-22
INV-0002456,PRD-00038,STR-0011,167,2024-01-22
INV-0002457,PRD-00007,STR-0011,127,2024-01-22
INV-0002458,PRD-00001,STR-0011,75,2024-01-22
INV-0002459,PRD-00033,STR-0011,66,2024-01-22
INV-0002460,PRD-00043,STR-0011,232,2024-01-22
INV-0002461,PRD-00024,STR-0011,107,2024-01-22
INV-0002462,PRD-00067,STR-0011,103,2024-01-22
INV-0002463,PRD-00042,STR-0011,99,2024-01-22
INV-0002464,PRD-00039,STR-0011,188,2024-01-22
INV-0002465,PRD-00064,STR-0011,9,2024-01-22
INV-0002466,PRD-00019,STR-0011,149,2024-01-22
INV-0002467,PRD-00059,STR-0011,181,2024-01-22
INV-0002468,PRD-00052,STR-0011,146,2024-01-22
INV-0002469,PRD-00031,STR-0011,208,2024-01-22
INV-0002470,PRD-00005,STR-0011,48,2024-01-22
INV-0002471,PRD-00022,STR-0011,87,2024-01-22
INV-0002472,PRD-00018,STR-0011,185,2024-01-22
INV-0002473,PRD-00021,STR-0011,182,2024-01-22
INV-0002474,PRD-00037,STR-0011,56,2024-01-22
INV-0002475,PRD-00062,STR-0011,175,2024-01-22
INV-0002476,PRD-00046,STR-0011,136,2024-01-22
INV-0002477,PRD-00013,STR-0011,163,2024-01-22
INV-0002478,PRD-00058,STR-0011,200,2024-01-22
INV-0002479,PRD-00057,STR-0011,121,2024-01-22
INV-0002480,PRD-00025,STR-0011,232,2024-01-22
INV-0002481,PRD-00046,STR-0012,174,2024-01-22
INV-0002482,PRD-00065,STR-0012,97,2024-01-22
INV-0002483,PRD-00039,STR-0012,135,2024-01-22
INV-0002484,PRD-00022,STR-0012,76,2024-01-22
INV-0002485,PRD-00024,STR-0012,105,2024-01-22
INV-0002486,PRD-00019,STR-0012,13,2024-01-22
INV-0002487,PRD-00007,STR-0012,222,2024-01-22
INV-0002488,PRD-00031,STR-0012,218,2024-01-22
INV-0002489,PRD-00009,STR-0012,38,2024-01-22
INV-0002490,PRD-00048,STR-0012,35,2024-01-22
INV-0002491,PRD-00017,STR-0012,51,2024-01-22
INV-0002492,PRD-00047,STR-0012,87,2024-01-22
INV-0002493,PRD-00052,STR-0012,104,2024-01-22
INV-0002494,PRD-00036,STR-0012,145,2024-01-22
INV-0002495,PRD-00049,STR-0012,228,2024-01-22
INV-0002496,PRD-00012,STR-0012,232,2024-01-22
INV-0002497,PRD-00044,STR-0012,117,2024-01-22
INV-0002498,PRD-00067,STR-0012,36,2024-01-22
INV-0002499,PRD-00042,STR-0012,80,2024-01-22
INV-0002500,PRD-00006,STR-0012,220,2024-01-22
INV-0002501,PRD-00015,STR-0012,183,2024-01-22
INV-0002502,PRD-00023,STR-0012,46,2024-01-22
INV-0002503,PRD-00059,STR-0012,199,2024-01-22
INV-0002504,PRD-00020,STR-0012,20,2024-01-22
INV-0002505,PRD-00027,STR-0012,124,2024-01-22
INV-0002506,PRD-00051,STR-0012,85,2024-01-22
INV-0002507,PRD-00064,STR-0012,161,2024-01-22
INV-0002508,PRD-00058,STR-0012,45,2024-01-22
INV-0002509,PRD-00038,STR-0012,80,2024-01-22
INV-0002510,PRD-00063,STR-0012,162,2024-01-22
INV-0002511,PRD-00030,STR-0012,14,2024-01-22
INV-0002512,PRD-00008,STR-0012,1,2024-01-22
INV-0002513,PRD-00061,STR-0012,115,2024-01-22
INV-0002514,PRD-00004,STR-0012,70,2024-01-22
INV-0002515,PRD-00005,STR-0012,53,2024-01-22
INV-0002516,PRD-00055,STR-0012,194,2024-01-22
INV-0002517,PRD-00013,STR-0012,198,2024-01-22
INV-0002518,PRD-00041,STR-0012,43,2024-01-22
INV-0002519,PRD-00035,STR-0012,147,2024-01-22
INV-0002520,PRD-00028,STR-0012,195,2024-01-22
INV-0002521,PRD-00021,STR-0013,242,2024-01-22
INV-0002522,PRD-00063,STR-0013,74,2024-01-22
INV-0002523,PRD-00012,STR-0013,116,2024-01-22
INV-0002524,PRD-00017,STR-0013,186,2024-01-22
INV-0002525,PRD-00056,STR-0013,133,2024-01-22
INV-0002526,PRD-00041,STR-0013,152,2024-01-22
INV-0002527,PRD-00028,STR-0013,134,2024-01-22
INV-0002528,PRD-00026,STR-0013,86,2024-01-22
INV-0002529,PRD-00062,STR-0013,111,2024-01-22
INV-0002530,PRD-00031,STR-0013,227,2024-01-22
INV-0002531,PRD-00025,STR-0013,175,2024-01-22
INV-0002532,PRD-00001,STR-0013,34,2024-01-22
INV-0002533,PRD-00003,STR-0013,87,2024-01-22
INV-0002534,PRD-00035,STR-0013,230,2024-01-22
INV-0002535,PRD-00013,STR-0013,125,2024-01-22
INV-0002536,PRD-00047,STR-0013,91,2024-01-22
INV-0002537,PRD-00024,STR-0013,192,2024-01-22
INV-0002538,PRD-00057,STR-0013,48,2024-01-22
INV-0002539,PRD-00068,STR-0013,42,2024-01-22
INV-0002540,PRD-00049,STR-0013,242,2024-01-22
INV-0002541,PRD-00034,STR-0013,232,2024-01-22
INV-0002542,PRD-00054,STR-0013,235,2024-01-22
INV-0002543,PRD-00002,STR-0013,207,2024-01-22
INV-0002544,PRD-00044,STR-0013,103,2024-01-22
INV-0002545,PRD-00051,STR-0013,4,2024-01-22
INV-0002546,PRD-00067,STR-0013,58,2024-01-22
INV-0002547,PRD-00016,STR-0013,57,2024-01-22
INV-0002548,PRD-00015,STR-0013,186,2024-01-22
INV-0002549,PRD-00023,STR-0013,33,2024-01-22
INV-0002550,PRD-00020,STR-0013,54,2024-01-22
INV-0002551,PRD-00009,STR-0013,187,2024-01-22
INV-0002552,PRD-00007,STR-0013,5,2024-01-22
INV-0002553,PRD-00058,STR-0013,150,2024-01-22
INV-0002554,PRD-00033,STR-0013,129,2024-01-22
INV-0002555,PRD-00039,STR-0013,43,2024-01-22
INV-0002556,PRD-00011,STR-0013,31,2024-01-22
INV-0002557,PRD-00005,STR-0013,93,2024-01-22
INV-0002558,PRD-00027,STR-0013,182,2024-01-22
INV-0002559,PRD-00046,STR-0013,166,2024-01-22
INV-0002560,PRD-00010,STR-0013,202,2024-01-22
INV-0002561,PRD-00005,STR-0014,27,2024-01-22
INV-0002562,PRD-00049,STR-0014,127,2024-01-22
INV-0002563,PRD-00033,STR-0014,50,2024-01-22
INV-0002564,PRD-00007,STR-0014,155,2024-01-22
INV-0002565,PRD-00065,STR-0014,51,2024-01-22
INV-0002566,PRD-00043,STR-0014,199,2024-01-22
INV-0002567,PRD-00064,STR-0014,67,2024-01-22
INV-0002568,PRD-00042,STR-0014,212,2024-01-22
INV-0002569,PRD-00054,STR-0014,133,2024-01-22
INV-0002570,PRD-00002,STR-0014,249,2024-01-22
INV-0002571,PRD-00004,STR-0014,51,2024-01-22
INV-0002572,PRD-00045,STR-0014,91,2024-01-22
INV-0002573,PRD-00008,STR-0014,180,2024-01-22
INV-0002574,PRD-00027,STR-0014,104,2024-01-22
INV-0002575,PRD-00029,STR-0014,75,2024-01-22
INV-0002576,PRD-00025,STR-0014,41,2024-01-22
INV-0002577,PRD-00056,STR-0014,10,2024-01-22
INV-0002578,PRD-00036,STR-0014,140,2024-01-22
INV-0002579,PRD-00017,STR-0014,127,2024-01-22
INV-0002580,PRD-00031,STR-0014,233,2024-01-22
INV-0002581,PRD-00057,STR-0014,53,2024-01-22
INV-0002582,PRD-00010,STR-0014,176,2024-01-22
INV-0002583,PRD-00014,STR-0014,238,2024-01-22
INV-0002584,PRD-00048,STR-0014,123,2024-01-22
INV-0002585,PRD-00044,STR-0014,84,2024-01-22
INV-0002586,PRD-00041,STR-0014,60,2024-01-22
INV-0002587,PRD-00001,STR-0014,0,2024-01-22
INV-0002588,PRD-00020,STR-0014,3,2024-01-22
INV-0002589,PRD-00055,STR-0014,171,2024-01-22
INV-0002590,PRD-00062,STR-0014,22,2024-01-22
INV-0002591,PRD-00034,STR-0014,232,2024-01-22
INV-0002592,PRD-00018,STR-0014,28,2024-01-22
INV-0002593,PRD-00009,STR-0014,213,2024-01-22
INV-0002594,PRD-00040,STR-0014,146,2024-01-22
INV-0002595,PRD-00039,STR-0014,171,2024-01-22
INV-0002596,PRD-00066,STR-0014,126,2024-01-22
INV-0002597,PRD-00052,STR-0014,38,2024-01-22
INV-0002598,PRD-00047,STR-0014,243,2024-01-22
INV-0002599,PRD-00058,STR-0014,23,2024-01-22
INV-0002600,PRD-00026,STR-0014,199,2024-01-22
INV-0002601,PRD-00066,STR-0015,69,2024-01-22
INV-0002602,PRD-00010,STR-0015,213,2024-01-22
INV-0002603,PRD-00013,STR-0015,98,2024-01-22
INV-0002604,PRD-00033,STR-0015,176,2024-01-22
INV-0002605,PRD-00030,STR-0015,217,2024-01-22
INV-0002606,PRD-00064,STR-0015,122,2024-01-22
INV-0002607,PRD-00019,STR-0015,204,2024-01-22
INV-0002608,PRD-00017,STR-0015,107,2024-01-22
INV-0002609,PRD-00063,STR-0015,166,2024-01-22
INV-0002610,PRD-00004,STR-0015,226,2024-01-22
INV-0002611,PRD-00007,STR-0015,204,2024-01-22
INV-0002612,PRD-00053,STR-0015,42,2024-01-22
INV-0002613,PRD-00012,STR-0015,28,2024-01-22
INV-0002614,PRD-00003,STR-0015,33,2024-01-22
INV-0002615,PRD-00062,STR-0015,178,2024-01-22
INV-0002616,PRD-00024,STR-0015,185,2024-01-22
INV-0002617,PRD-00052,STR-0015,15,2024-01-22
INV-0002618,PRD-00044,STR-0015,241,2024-01-22
INV-0002619,PRD-00021,STR-0015,216,2024-01-22
INV-0002620,PRD-00028,STR-0015,40,2024-01-22
INV-0002621,PRD-00048,STR-0015,26,2024-01-22
INV-0002622,PRD-00008,STR-0015,106,2024-01-22
INV-0002623,PRD-00058,STR-0015,233,2024-01-22
INV-0002624,PRD-00055,STR-0015,151,2024-01-22
INV-0002625,PRD-00001,STR-0015,123,2024-01-22
INV-0002626,PRD-00009,STR-0015,205,2024-01-22
INV-0002627,PRD-00042,STR-0015,145,2024-01-22
INV-0002628,PRD-00011,STR-0015,173,2024-01-22
INV-0002629,PRD-00022,STR-0015,112,2024-01-22
INV-0002630,PRD-00023,STR-0015,46,2024-01-22
INV-0002631,PRD-00029,STR-0015,156,2024-01-22
INV-0002632,PRD-00018,STR-0015,97,2024-01-22
INV-0002633,PRD-00006,STR-0015,199,2024-01-22
INV-0002634,PRD-00057,STR-0015,91,2024-01-22
INV-0002635,PRD-00040,STR-0015,156,2024-01-22
INV-0002636,PRD-00056,STR-0015,7,2024-01-22
INV-0002637,PRD-00047,STR-0015,220,2024-01-22
INV-0002638,PRD-00068,STR-0015,175,2024-01-22
INV-0002639,PRD-00031,STR-0015,225,2024-01-22
INV-0002640,PRD-00015,STR-0015,214,2024-01-22
INV-0002641,PRD-00017,STR-0016,42,2024-01-22
INV-0002642,PRD-00062,STR-0016,19,2024-01-22
INV-0002643,PRD-00063,STR-0016,192,2024-01-22
INV-0002644,PRD-00015,STR-0016,125,2024-01-22
INV-0002645,PRD-00053,STR-0016,82,2024-01-22
INV-0002646,PRD-00029,STR-0016,61,2024-01-22
INV-0002647,PRD-00003,STR-0016,84,2024-01-22
INV-0002648,PRD-00005,STR-0016,248,2024-01-22
INV-0002649,PRD-00068,STR-0016,71,2024-01-22
INV-0002650,PRD-00042,STR-0016,12,2024-01-22
INV-0002651,PRD-00021,STR-0016,129,2024-01-22
INV-0002652,PRD-00001,STR-0016,57,2024-01-22
INV-0002653,PRD-00046,STR-0016,140,2024-01-22
INV-0002654,PRD-00044,STR-0016,164,2024-01-22
INV-0002655,PRD-00034,STR-0016,96,2024-01-22
INV-0002656,PRD-00050,STR-0016,103,2024-01-22
INV-0002657,PRD-00048,STR-0016,209,2024-01-22
INV-0002658,PRD-00037,STR-0016,60,2024-01-22
INV-0002659,PRD-00047,STR-0016,20,2024-01-22
INV-0002660,PRD-00051,STR-0016,117,2024-01-22
INV-0002661,PRD-00065,STR-0016,113,2024-01-22
INV-0002662,PRD-00043,STR-0016,205,2024-01-22
INV-0002663,PRD-00022,STR-0016,146,2024-01-22
INV-0002664,PRD-00054,STR-0016,114,2024-01-22
INV-0002665,PRD-00045,STR-0016,22,2024-01-22
INV-0002666,PRD-00040,STR-0016,219,2024-01-22
INV-0002667,PRD-00007,STR-0016,127,2024-01-22
INV-0002668,PRD-00028,STR-0016,114,2024-01-22
INV-0002669,PRD-00016,STR-0016,80,2024-01-22
INV-0002670,PRD-00031,STR-0016,30,2024-01-22
INV-0002671,PRD-00023,STR-0016,127,2024-01-22
INV-0002672,PRD-00025,STR-0016,190,2024-01-22
INV-0002673,PRD-00010,STR-0016,167,2024-01-22
INV-0002674,PRD-00004,STR-0016,4,2024-01-22
INV-0002675,PRD-00057,STR-0016,26,2024-01-22
INV-0002676,PRD-00011,STR-0016,103,2024-01-22
INV-0002677,PRD-00039,STR-0016,105,2024-01-22
INV-0002678,PRD-00041,STR-0016,9,2024-01-22
INV-0002679,PRD-00064,STR-0016,142,2024-01-22
INV-0002680,PRD-00032,STR-0016,140,2024-01-22
INV-0002681,PRD-00001,STR-0017,183,2024-01-22
INV-0002682,PRD-00012,STR-0017,190,2024-01-22
INV-0002683,PRD-00039,STR-0017,184,2024-01-22
INV-0002684,PRD-00027,STR-0017,104,2024-01-22
INV-0002685,PRD-00059,STR-0017,27,2024-01-22
INV-0002686,PRD-00061,STR-0017,65,2024-01-22
INV-0002687,PRD-00022,STR-0017,156,2024-01-22
INV-0002688,PRD-00024,STR-0017,50,2024-01-22
INV-0002689,PRD-00053,STR-0017,48,2024-01-22
INV-0002690,PRD-00004,STR-0017,30,2024-01-22
INV-0002691,PRD-00060,STR-0017,238,2024-01-22
INV-0002692,PRD-00015,STR-0017,218,2024-01-22
INV-0002693,PRD-00055,STR-0017,100,2024-01-22
INV-0002694,PRD-00030,STR-0017,55,2024-01-22
INV-0002695,PRD-00062,STR-0017,117,2024-01-22
INV-0002696,PRD-00036,STR-0017,211,2024-01-22
INV-0002697,PRD-00050,STR-0017,200,2024-01-22
INV-0002698,PRD-00040,STR-0017,48,2024-01-22
INV-0002699,PRD-00066,STR-0017,183,2024-01-22
INV-0002700,PRD-00031,STR-0017,86,2024-01-22
INV-0002701,PRD-00046,STR-0017,27,2024-01-22
INV-0002702,PRD-00043,STR-0017,193,2024-01-22
INV-0002703,PRD-00063,STR-0017,106,2024-01-22
INV-0002704,PRD-00029,STR-0017,11,2024-01-22
INV-0002705,PRD-00008,STR-0017,237,2024-01-22
INV-0002706,PRD-00007,STR-0017,162,2024-01-22
INV-0002707,PRD-00057,STR-0017,214,2024-01-22
INV-0002708,PRD-00068,STR-0017,172,2024-01-22
INV-0002709,PRD-00054,STR-0017,150,2024-01-22
INV-0002710,PRD-00023,STR-0017,31,2024-01-22
INV-0002711,PRD-00019,STR-0017,197,2024-01-22
INV-0002712,PRD-00058,STR-0017,228,2024-01-22
INV-0002713,PRD-00034,STR-0017,115,2024-01-22
INV-0002714,PRD-00048,STR-0017,117,2024-01-22
INV-0002715,PRD-00047,STR-0017,168,2024-01-22
INV-0002716,PRD-00003,STR-0017,150,2024-01-22
INV-0002717,PRD-00011,STR-0017,244,2024-01-22
INV-0002718,PRD-00016,STR-0017,129,2024-01-22
INV-0002719,PRD-00005,STR-0017,34,2024-01-22
INV-0002720,PRD-00065,STR-0017,246,2024-01-22
INV-0002721,PRD-00064,STR-0001,220,2024-01-29
INV-0002722,PRD-00001,STR-0001,80,2024-01-29
INV-0002723,PRD-00007,STR-0001,182,2024-01-29
INV-0002724,PRD-00056,STR-0001,188,2024-01-29
INV-0002725,PRD-00062,STR-0001,239,2024-01-29
INV-0002726,PRD-00060,STR-0001,141,2024-01-29
INV-0002727,PRD-00033,STR-0001,161,2024-01-29
INV-0002728,PRD-00050,STR-0001,55,2024-01-29
INV-0002729,PRD-00059,STR-0001,51,2024-01-29
INV-0002730,PRD-00063,STR-0001,53,2024-01-29
INV-0002731,PRD-00012,STR-0001,159,2024-01-29
INV-0002732,PRD-00045,STR-0001,182,2024-01-29
INV-0002733,PRD-00038,STR-0001,74,2024-01-29
INV-0002734,PRD-00058,STR-0001,175,2024-01-29
INV-0002735,PRD-00047,STR-0001,88,2024-01-29
INV-0002736,PRD-00053,STR-0001,235,2024-01-29
INV-0002737,PRD-00009,STR-0001,172,2024-01-29
INV-0002738,PRD-00066,STR-0001,33,2024-01-29
INV-0002739,PRD-00025,STR-0001,181,2024-01-29
INV-0002740,PRD-00043,STR-0001,166,2024-01-29
INV-0002741,PRD-00039,STR-0001,249,2024-01-29
INV-0002742,PRD-00048,STR-0001,245,2024-01-29
INV-0002743,PRD-00021,STR-0001,45,2024-01-29
INV-0002744,PRD-00068,STR-0001,128,2024-01-29
INV-0002745,PRD-00061,STR-0001,138,2024-01-29
INV-0002746,PRD-00027,STR-0001,177,2024-01-29
INV-0002747,PRD-00054,STR-0001,163,2024-01-29
INV-0002748,PRD-00016,STR-0001,82,2024-01-29
INV-0002749,PRD-00018,STR-0001,181,2024-01-29
INV-0002750,PRD-00026,STR-0001,29,2024-01-29
INV-0002751,PRD-00022,STR-0001,194,2024-01-29
INV-0002752,PRD-00019,STR-0001,90,2024-01-29
INV-0002753,PRD-00029,STR-0001,143,2024-01-29
INV-0002754,PRD-00052,STR-0001,122,2024-01-29
INV-0002755,PRD-00035,STR-0001,149,2024-01-29
INV-0002756,PRD-00049,STR-0001,146,2024-01-29
INV-0002757,PRD-00020,STR-0001,241,2024-01-29
INV-0002758,PRD-00057,STR-0001,170,2024-01-29
INV-0002759,PRD-00023,STR-0001,181,2024-01-29
INV-0002760,PRD-00040,STR-0001,106,2024-01-29
INV-0002761,PRD-00037,STR-0002,106,2024-01-29
INV-0002762,PRD-00055,STR-0002,244,2024-01-29
INV-0002763,PRD-00002,STR-0002,201,2024-01-29
INV-0002764,PRD-00014,STR-0002,249,2024-01-29
INV-0002765,PRD-00004,STR-0002,175,2024-01-29
INV-0002766,PRD-00025,STR-0002,80,2024-01-29
INV-0002767,PRD-00010,STR-0002,247,2024-01-29
INV-0002768,PRD-00064,STR-0002,141,2024-01-29
INV-0002769,PRD-00043,STR-0002,13,2024-01-29
INV-0002770,PRD-00061,STR-0002,3,2024-01-29
INV-0002771,PRD-00013,STR-0002,190,2024-01-29
INV-0002772,PRD-00018,STR-0002,64,2024-01-29
INV-0002773,PRD-00049,STR-0002,51,2024-01-29
INV-0002774,PRD-00051,STR-0002,158,2024-01-29
INV-0002775,PRD-00011,STR-0002,222,2024-01-29
INV-0002776,PRD-00019,STR-0002,199,2024-01-29
INV-0002777,PRD-00044,STR-0002,220,2024-01-29
INV-0002778,PRD-00017,STR-0002,222,2024-01-29
INV-0002779,PRD-00062,STR-0002,113,2024-01-29
INV-0002780,PRD-00059,STR-0002,212,2024-01-29
INV-0002781,PRD-00045,STR-0002,57,2024-01-29
INV-0002782,PRD-00053,STR-0002,233,2024-01-29
INV-0002783,PRD-00065,STR-0002,162,2024-01-29
INV-0002784,PRD-00035,STR-0002,180,2024-01-29
INV-0002785,PRD-00003,STR-0002,181,2024-01-29
INV-0002786,PRD-00023,STR-0002,165,2024-01-29
INV-0002787,PRD-00029,STR-0002,94,2024-01-29
INV-0002788,PRD-00007,STR-0002,193,2024-01-29
INV-0002789,PRD-00040,STR-0002,150,2024-01-29
INV-0002790,PRD-00036,STR-0002,139,2024-01-29
INV-0002791,PRD-00015,STR-0002,189,2024-01-29
INV-0002792,PRD-00039,STR-0002,154,2024-01-29
INV-0002793,PRD-00063,STR-0002,50,2024-01-29
INV-0002794,PRD-00016,STR-0002,198,2024-01-29
INV-0002795,PRD-00033,STR-0002,185,2024-01-29
INV-0002796,PRD-00047,STR-0002,246,2024-01-29
INV-0002797,PRD-00056,STR-0002,49,2024-01-29
INV-0002798,PRD-00030,STR-0002,75,2024-01-29
INV-0002799,PRD-00058,STR-0002,114,2024-01-29
INV-0002800,PRD-00031,STR-0002,45,2024-01-29
INV-0002801,PRD-00010,STR-0003,129,2024-01-29
INV-0002802,PRD-00024,STR-0003,40,2024-01-29
INV-0002803,PRD-00023,STR-0003,106,2024-01-29
INV-0002804,PRD-00016,STR-0003,139,2024-01-29
INV-0002805,PRD-00049,STR-0003,137,2024-01-29
INV-0002806,PRD-00003,STR-0003,103,2024-01-29
INV-0002807,PRD-00028,STR-0003,23,2024-01-29
INV-0002808,PRD-00018,STR-0003,89,2024-01-29
INV-0002809,PRD-00036,STR-0003,56,2024-01-29
INV-0002810,PRD-00017,STR-0003,226,2024-01-29
INV-0002811,PRD-00009,STR-0003,54,2024-01-29
INV-0002812,PRD-00011,STR-0003,169,2024-01-29
INV-0002813,PRD-00038,STR-0003,84,2024-01-29
INV-0002814,PRD-00055,STR-0003,84,2024-01-29
INV-0002815,PRD-00059,STR-0003,92,2024-01-29
INV-0002816,PRD-00001,STR-0003,75,2024-01-29
INV-0002817,PRD-00022,STR-0003,55,2024-01-29
INV-0002818,PRD-00030,STR-0003,243,2024-01-29
INV-0002819,PRD-00046,STR-0003,192,2024-01-29
INV-0002820,PRD-00068,STR-0003,158,2024-01-29
INV-0002821,PRD-00063,STR-0003,135,2024-01-29
INV-0002822,PRD-00064,STR-0003,121,2024-01-29
INV-0002823,PRD-00021,STR-0003,143,2024-01-29
INV-0002824,PRD-00039,STR-0003,210,2024-01-29
INV-0002825,PRD-00004,STR-0003,192,2024-01-29
INV-0002826,PRD-00041,STR-0003,166,2024-01-29
INV-0002827,PRD-00040,STR-0003,2,2024-01-29
INV-0002828,PRD-00020,STR-0003,29,2024-01-29
INV-0002829,PRD-00032,STR-0003,171,2024-01-29
INV-0002830,PRD-00037,STR-0003,88,2024-01-29
INV-0002831,PRD-00060,STR-0003,114,2024-01-29
INV-0002832,PRD-00066,STR-0003,61,2024-01-29
INV-0002833,PRD-00005,STR-0003,231,2024-01-29
INV-0002834,PRD-00050,STR-0003,164,2024-01-29
INV-0002835,PRD-00034,STR-0003,157,2024-01-29
INV-0002836,PRD-00015,STR-0003,235,2024-01-29
INV-0002837,PRD-00012,STR-0003,159,2024-01-29
INV-0002838,PRD-00054,STR-0003,62,2024-01-29
INV-0002839,PRD-00048,STR-0003,245,2024-01-29
INV-0002840,PRD-00026,STR-0003,10,2024-01-29
INV-0002841,PRD-00042,STR-0004,224,2024-01-29
INV-0002842,PRD-00049,STR-0004,249,2024-01-29
INV-0002843,PRD-00015,STR-0004,189,2024-01-29
INV-0002844,PRD-00050,STR-0004,198,2024-01-29
INV-0002845,PRD-00033,STR-0004,111,2024-01-29
INV-0002846,PRD-00035,STR-0004,165,2024-01-29
INV-0002847,PRD-00047,STR-0004,209,2024-01-29
INV-0002848,PRD-00019,STR-0004,240,2024-01-29
INV-0002849,PRD-00002,STR-0004,18,2024-01-29
INV-0002850,PRD-00059,STR-0004,191,2024-01-29
INV-0002851,PRD-00034,STR-0004,175,2024-01-29
INV-0002852,PRD-00053,STR-0004,39,2024-01-29
INV-0002853,PRD-00065,STR-0004,6,2024-01-29
INV-0002854,PRD-00024,STR-0004,117,2024-01-29
INV-0002855,PRD-00064,STR-0004,183,2024-01-29
INV-0002856,PRD-00052,STR-0004,84,2024-01-29
INV-0002857,PRD-00054,STR-0004,9,2024-01-29
INV-0002858,PRD-00029,STR-0004,22,2024-01-29
INV-0002859,PRD-00032,STR-0004,18,2024-01-29
INV-0002860,PRD-00003,STR-0004,13,2024-01-29
INV-0002861,PRD-00061,STR-0004,45,2024-01-29
INV-0002862,PRD-00068,STR-0004,203,2024-01-29
INV-0002863,PRD-00013,STR-0004,64,2024-01-29
INV-0002864,PRD-00021,STR-0004,142,2024-01-29
INV-0002865,PRD-00057,STR-0004,18,2024-01-29
INV-0002866,PRD-00006,STR-0004,147,2024-01-29
INV-0002867,PRD-00007,STR-0004,210,2024-01-29
INV-0002868,PRD-00011,STR-0004,58,2024-01-29
INV-0002869,PRD-00063,STR-0004,233,2024-01-29
INV-0002870,PRD-00040,STR-0004,66,2024-01-29
INV-0002871,PRD-00001,STR-0004,104,2024-01-29
INV-0002872,PRD-00005,STR-0004,99,2024-01-29
INV-0002873,PRD-00014,STR-0004,115,2024-01-29
INV-0002874,PRD-00036,STR-0004,161,2024-01-29
INV-0002875,PRD-00028,STR-0004,103,2024-01-29
INV-0002876,PRD-00062,STR-0004,110,2024-01-29
INV-0002877,PRD-00039,STR-0004,80,2024-01-29
INV-0002878,PRD-00018,STR-0004,4,2024-01-29
INV-0002879,PRD-00027,STR-0004,99,2024-01-29
INV-0002880,PRD-00023,STR-0004,172,2024-01-29
INV-0002881,PRD-00016,STR-0005,100,2024-01-29
INV-0002882,PRD-00001,STR-0005,137,2024-01-29
INV-0002883,PRD-00009,STR-0005,140,2024-01-29
INV-0002884,PRD-00006,STR-0005,242,2024-01-29
INV-0002885,PRD-00010,STR-0005,21,2024-01-29
INV-0002886,PRD-00023,STR-0005,78,2024-01-29
