order_id,product_id,store_id,order_date,quantity,total_amount,order_status
ORD-00001335,PRD-00067,STR-0008,2024-01-19,4,281.84,Completed
ORD-00001336,PRD-00063,STR-0006,2024-01-19,2,317.9,Returned
ORD-00001337,PRD-00060,STR-0012,2024-01-19,1,254.31,Cancelled
ORD-00001338,PRD-00022,STR-0016,2024-01-19,4,462.24,Cancelled
ORD-00001339,PRD-00012,STR-0015,2024-01-19,2,1854.54,Completed
ORD-00001340,PRD-00045,STR-0016,2024-01-19,4,32.36,Completed
ORD-00001341,PRD-00034,STR-0012,2024-01-19,5,1945.15,Returned
ORD-00001342,PRD-00035,STR-0016,2024-01-19,2,415.98,Completed
ORD-00001343,PRD-00020,STR-0002,2024-01-19,3,131.07,Completed
ORD-00001344,PRD-00012,STR-0017,2024-01-19,4,3709.08,Completed
ORD-00001345,PRD-00031,STR-0004,2024-01-19,4,1211.32,Completed
ORD-00001346,PRD-00024,STR-0015,2024-01-19,1,68.91,Returned
ORD-00001347,PRD-00061,STR-0006,2024-01-19,1,408.25,Completed
ORD-00001348,PRD-00028,STR-0007,2024-01-19,4,640.2,Returned
ORD-00001349,PRD-00028,STR-0006,2024-01-19,1,160.05,Completed
ORD-00001350,PRD-00024,STR-0006,2024-01-19,2,137.82,Cancelled
ORD-00001351,PRD-00028,STR-0014,2024-01-19,2,320.1,Completed
ORD-00001352,PRD-00055,STR-0011,2024-01-19,5,18.1,Completed
ORD-00001353,PRD-00039,STR-0008,2024-01-19,5,1002.75,Cancelled
ORD-00001354,PRD-00019,STR-0008,2024-01-19,2,276.52,Completed
ORD-00001355,PRD-00047,STR-0008,2024-01-19,5,96.8,Cancelled
ORD-00001356,PRD-00027,STR-0011,2024-01-19,5,609.6,Completed
ORD-00001357,PRD-00035,STR-0014,2024-01-19,1,207.99,Completed
ORD-00001358,PRD-00060,STR-0016,2024-01-19,2,508.62,Completed
ORD-00001359,PRD-00051,STR-0010,2024-01-19,2,19.54,Completed
ORD-00001360,PRD-00043,STR-0009,2024-01-19,3,73.44,Cancelled
ORD-00001361,PRD-00064,STR-0004,2024-01-19,2,552.66,Completed
ORD-00001362,PRD-00057,STR-0001,2024-01-19,2,702.46,Cancelled
ORD-00001363,PRD-00023,STR-0015,2024-01-19,1,115.84,Completed
ORD-00001364,PRD-00008,STR-0011,2024-01-19,2,2032.66,Returned
ORD-00001365,PRD-00060,STR-0017,2024-01-19,4,1017.24,Returned
ORD-00001366,PRD-00015,STR-0007,2024-01-19,4,205.72,Returned
ORD-00001367,PRD-00042,STR-0005,2024-01-19,5,19.8,Cancelled
ORD-00001368,PRD-00067,STR-0008,2024-01-19,2,140.92,Completed
ORD-00001369,PRD-00004,STR-0004,2024-01-19,2,1440.56,Completed
ORD-00001370,PRD-00051,STR-0002,2024-01-19,5,48.85,Completed
ORD-00001371,PRD-00023,STR-0002,2024-01-19,1,115.84,Completed
ORD-00001372,PRD-00063,STR-0015,2024-01-19,5,794.75,Cancelled
ORD-00001373,PRD-00065,STR-0015,2024-01-19,3,853.65,Returned
ORD-00001374,PRD-00027,STR-0012,2024-01-19,5,609.6,Completed
ORD-00001375,PRD-00024,STR-0008,2024-01-19,5,344.55,Completed
ORD-00001376,PRD-00008,STR-0002,2024-01-19,2,2032.66,Completed
ORD-00001377,PRD-00036,STR-0010,2024-01-19,2,676.48,Completed
ORD-00001378,PRD-00011,STR-0011,2024-01-19,1,494.08,Completed
ORD-00001379,PRD-00009,STR-0012,2024-01-19,2,2266.18,Completed
ORD-00001380,PRD-00012,STR-0001,2024-01-19,2,1854.54,Returned
ORD-00001381,PRD-00022,STR-0012,2024-01-19,1,115.56,Completed
ORD-00001382,PRD-00039,STR-0007,2024-01-19,4,802.2,Completed
ORD-00001383,PRD-00066,STR-0007,2024-01-20,1,273.11,Cancelled
ORD-00001384,PRD-00026,STR-0001,2024-01-20,5,656.2,Completed
ORD-00001385,PRD-00061,STR-0003,2024-01-20,2,816.5,Returned
ORD-00001386,PRD-00064,STR-0003,2024-01-20,5,1381.65,Completed
ORD-00001387,PRD-00019,STR-0013,2024-01-20,1,138.26,Returned
ORD-00001388,PRD-00020,STR-0005,2024-01-20,1,43.69,Completed
ORD-00001389,PRD-00021,STR-0004,2024-01-20,4,137.12,Completed
ORD-00001390,PRD-00060,STR-0005,2024-01-20,1,254.31,Completed
ORD-00001391,PRD-00012,STR-0004,2024-01-20,1,927.27,Completed
ORD-00001392,PRD-00052,STR-0004,2024-01-20,2,14.56,Completed
ORD-00001393,PRD-00006,STR-0004,2024-01-20,5,5784.0,Returned
ORD-00001394,PRD-00005,STR-0015,2024-01-20,2,1480.08,Returned
ORD-00001395,PRD-00044,STR-0017,2024-01-20,4,19.76,Completed
ORD-00001396,PRD-00026,STR-0007,2024-01-20,1,131.24,Completed
ORD-00001397,PRD-00025,STR-0014,2024-01-20,4,326.44,Completed
ORD-00001398,PRD-00027,STR-0001,2024-01-20,2,243.84,Completed
ORD-00001399,PRD-00039,STR-0017,2024-01-20,1,200.55,Completed
ORD-00001400,PRD-00037,STR-0006,2024-01-20,1,87.57,Completed
ORD-00001401,PRD-00037,STR-0001,2024-01-20,5,437.85,Returned
ORD-00001402,PRD-00051,STR-0017,2024-01-20,2,19.54,Completed
ORD-00001403,PRD-00002,STR-0011,2024-01-20,2,997.42,Completed
ORD-00001404,PRD-00037,STR-0013,2024-01-20,2,175.14,Completed
ORD-00001405,PRD-00025,STR-0012,2024-01-20,3,244.83,Returned
ORD-00001406,PRD-00049,STR-0003,2024-01-20,1,12.07,Completed
ORD-00001407,PRD-00045,STR-0005,2024-01-20,5,40.45,Completed
ORD-00001408,PRD-00003,STR-0004,2024-01-20,2,761.28,Completed
ORD-00001409,PRD-00016,STR-0005,2024-01-20,3,133.92,Completed
ORD-00001410,PRD-00055,STR-0012,2024-01-20,5,18.1,Completed
ORD-00001411,PRD-00047,STR-0013,2024-01-20,3,58.08,Completed
ORD-00001412,PRD-00028,STR-0001,2024-01-20,3,480.15,Completed
ORD-00001413,PRD-00020,STR-0001,2024-01-20,2,87.38,Completed
ORD-00001414,PRD-00007,STR-0014,2024-01-20,1,930.7,Completed
ORD-00001415,PRD-00021,STR-0016,2024-01-20,2,68.56,Cancelled
ORD-00001416,PRD-00064,STR-0009,2024-01-20,1,276.33,Completed
ORD-00001417,PRD-00008,STR-0015,2024-01-20,1,1016.33,Completed
ORD-00001418,PRD-00055,STR-0001,2024-01-20,4,14.48,Completed
ORD-00001419,PRD-00017,STR-0005,2024-01-20,3,137.73,Cancelled
ORD-00001420,PRD-00014,STR-0011,2024-01-20,3,2884.2,Completed
ORD-00001421,PRD-00021,STR-0001,2024-01-20,2,68.56,Returned
ORD-00001422,PRD-00037,STR-0002,2024-01-20,2,175.14,Completed
ORD-00001423,PRD-00016,STR-0001,2024-01-20,5,223.2,Completed
ORD-00001424,PRD-00052,STR-0016,2024-01-20,5,36.4,Returned
ORD-00001425,PRD-00058,STR-0012,2024-01-20,4,1947.96,Completed
ORD-00001426,PRD-00009,STR-0012,2024-01-20,4,4532.36,Cancelled
ORD-00001427,PRD-00045,STR-0012,2024-01-20,3,24.27,Completed
ORD-00001428,PRD-00023,STR-0008,2024-01-20,3,347.52,Completed
ORD-00001429,PRD-00014,STR-0005,2024-01-20,3,2884.2,Completed
ORD-00001430,PRD-00056,STR-0001,2024-01-20,1,138.75,Completed
ORD-00001431,PRD-00008,STR-0004,2024-01-20,5,5081.65,Completed
ORD-00001432,PRD-00005,STR-0007,2024-01-20,1,740.04,Returned
ORD-00001433,PRD-00053,STR-0008,2024-01-20,1,18.27,Completed
ORD-00001434,PRD-00052,STR-0009,2024-01-20,1,7.28,Completed
ORD-00001435,PRD-00021,STR-0014,2024-01-20,5,171.4,Completed
ORD-00001436,PRD-00002,STR-0017,2024-01-20,1,498.71,Returned
ORD-00001437,PRD-00047,STR-0015,2024-01-20,1,19.36,Completed
ORD-00001438,PRD-00004,STR-0004,2024-01-20,3,2160.84,Returned
ORD-00001439,PRD-00008,STR-0015,2024-01-20,1,1016.33,Completed
ORD-00001440,PRD-00066,STR-0002,2024-01-20,4,1092.44,Completed
ORD-00001441,PRD-00014,STR-0008,2024-01-20,1,961.4,Completed
ORD-00001442,PRD-00030,STR-0011,2024-01-20,1,275.3,Completed
ORD-00001443,PRD-00037,STR-0012,2024-01-20,5,437.85,Completed
ORD-00001444,PRD-00063,STR-0010,2024-01-20,2,317.9,Completed
ORD-00001445,PRD-00023,STR-0004,2024-01-20,2,231.68,Completed
ORD-00001446,PRD-00003,STR-0014,2024-01-20,2,761.28,Completed
ORD-00001447,PRD-00068,STR-0012,2024-01-20,4,2014.96,Completed
ORD-00001448,PRD-00055,STR-0009,2024-01-20,4,14.48,Completed
ORD-00001449,PRD-00027,STR-0004,2024-01-20,5,609.6,Completed
ORD-00001450,PRD-00043,STR-0007,2024-01-20,2,48.96,Cancelled
ORD-00001451,PRD-00052,STR-0006,2024-01-20,4,29.12,Completed
ORD-00001452,PRD-00056,STR-0013,2024-01-20,4,555.0,Completed
ORD-00001453,PRD-00011,STR-0012,2024-01-20,5,2470.4,Completed
ORD-00001454,PRD-00068,STR-0008,2024-01-20,2,1007.48,Returned
ORD-00001455,PRD-00061,STR-0001,2024-01-20,1,408.25,Completed
ORD-00001456,PRD-00035,STR-0013,2024-01-20,4,831.96,Completed
ORD-00001457,PRD-00013,STR-0010,2024-01-20,3,2434.2,Returned
ORD-00001458,PRD-00004,STR-0003,2024-01-20,1,720.28,Completed
ORD-00001459,PRD-00058,STR-0016,2024-01-20,4,1947.96,Completed
ORD-00001460,PRD-00033,STR-0002,2024-01-20,1,381.98,Returned
ORD-00001461,PRD-00034,STR-0008,2024-01-20,5,1945.15,Cancelled
ORD-00001462,PRD-00009,STR-0009,2024-01-20,5,5665.45,Completed
ORD-00001463,PRD-00041,STR-0008,2024-01-20,1,103.38,Completed
ORD-00001464,PRD-00023,STR-0002,2024-01-20,3,347.52,Cancelled
ORD-00001465,PRD-00065,STR-0002,2024-01-20,5,1422.75,Completed
ORD-00001466,PRD-00064,STR-0013,2024-01-20,5,1381.65,Cancelled
ORD-00001467,PRD-00064,STR-0008,2024-01-20,1,276.33,Completed
ORD-00001468,PRD-00060,STR-0015,2024-01-20,1,254.31,Completed
ORD-00001469,PRD-00049,STR-0010,2024-01-20,1,12.07,Completed
ORD-00001470,PRD-00049,STR-0004,2024-01-20,2,24.14,Completed
ORD-00001471,PRD-00063,STR-0010,2024-01-20,1,158.95,Completed
ORD-00001472,PRD-00062,STR-0009,2024-01-20,2,880.9,Completed
ORD-00001473,PRD-00023,STR-0011,2024-01-20,4,463.36,Completed
ORD-00001474,PRD-00027,STR-0017,2024-01-20,5,609.6,Cancelled
ORD-00001475,PRD-00038,STR-0004,2024-01-20,5,1101.75,Completed
ORD-00001476,PRD-00002,STR-0003,2024-01-20,3,1496.13,Completed
ORD-00001477,PRD-00056,STR-0005,2024-01-20,1,138.75,Completed
ORD-00001478,PRD-00060,STR-0002,2024-01-20,5,1271.55,Completed
ORD-00001479,PRD-00022,STR-0004,2024-01-20,1,115.56,Completed
ORD-00001480,PRD-00008,STR-0006,2024-01-20,1,1016.33,Returned
ORD-00001481,PRD-00034,STR-0004,2024-01-20,5,1945.15,Completed
ORD-00001482,PRD-00031,STR-0012,2024-01-20,5,1514.15,Cancelled
ORD-00001483,PRD-00066,STR-0017,2024-01-20,5,1365.55,Completed
ORD-00001484,PRD-00019,STR-0004,2024-01-20,1,138.26,Completed
ORD-00001485,PRD-00003,STR-0017,2024-01-20,5,1903.2,Completed
ORD-00001486,PRD-00066,STR-0001,2024-01-20,1,273.11,Cancelled
ORD-00001487,PRD-00052,STR-0009,2024-01-20,3,21.84,Cancelled
ORD-00001488,PRD-00018,STR-0006,2024-01-20,1,69.15,Completed
ORD-00001489,PRD-00046,STR-0017,2024-01-20,5,58.6,Returned
ORD-00001490,PRD-00030,STR-0015,2024-01-20,5,1376.5,Completed
ORD-00001491,PRD-00057,STR-0001,2024-01-20,5,1756.15,Completed
ORD-00001492,PRD-00008,STR-0001,2024-01-20,3,3048.99,Cancelled
ORD-00001493,PRD-00006,STR-0014,2024-01-20,4,4627.2,Completed
ORD-00001494,PRD-00061,STR-0003,2024-01-20,2,816.5,Completed
ORD-00001495,PRD-00049,STR-0003,2024-01-20,3,36.21,Cancelled
ORD-00001496,PRD-00052,STR-0003,2024-01-20,1,7.28,Completed
ORD-00001497,PRD-00066,STR-0016,2024-01-20,5,1365.55,Completed
ORD-00001498,PRD-00022,STR-0014,2024-01-20,5,577.8,Cancelled
ORD-00001499,PRD-00020,STR-0015,2024-01-20,4,174.76,Cancelled
ORD-00001500,PRD-00062,STR-0002,2024-01-20,3,1321.35,Completed
ORD-00001501,PRD-00046,STR-0008,2024-01-20,1,11.72,Completed
ORD-00001502,PRD-00012,STR-0014,2024-01-20,1,927.27,Completed
ORD-00001503,PRD-00055,STR-0002,2024-01-20,4,14.48,Cancelled
ORD-00001504,PRD-00032,STR-0006,2024-01-21,4,718.2,Completed
ORD-00001505,PRD-00029,STR-0011,2024-01-21,4,865.36,Completed
ORD-00001506,PRD-00014,STR-0015,2024-01-21,5,4807.0,Returned
ORD-00001507,PRD-00051,STR-0006,2024-01-21,3,29.31,Returned
ORD-00001508,PRD-00006,STR-0014,2024-01-21,3,3470.4,Cancelled
ORD-00001509,PRD-00049,STR-0013,2024-01-21,5,60.35,Completed
ORD-00001510,PRD-00034,STR-0014,2024-01-21,1,389.03,Completed
ORD-00001511,PRD-00058,STR-0017,2024-01-21,3,1460.97,Completed
ORD-00001512,PRD-00009,STR-0015,2024-01-21,1,1133.09,Completed
ORD-00001513,PRD-00044,STR-0004,2024-01-21,4,19.76,Completed
ORD-00001514,PRD-00021,STR-0012,2024-01-21,5,171.4,Completed
ORD-00001515,PRD-00053,STR-0009,2024-01-21,5,91.35,Cancelled
ORD-00001516,PRD-00017,STR-0001,2024-01-21,5,229.55,Cancelled
ORD-00001517,PRD-00029,STR-0009,2024-01-21,5,1081.7,Completed
ORD-00001518,PRD-00065,STR-0008,2024-01-21,5,1422.75,Completed
ORD-00001519,PRD-00056,STR-0005,2024-01-21,3,416.25,Completed
ORD-00001520,PRD-00062,STR-0005,2024-01-21,5,2202.25,Completed
ORD-00001521,PRD-00009,STR-0014,2024-01-21,1,1133.09,Cancelled
ORD-00001522,PRD-00009,STR-0003,2024-01-21,3,3399.27,Completed
ORD-00001523,PRD-00028,STR-0004,2024-01-21,5,800.25,Returned
ORD-00001524,PRD-00032,STR-0012,2024-01-21,5,897.75,Returned
ORD-00001525,PRD-00021,STR-0007,2024-01-21,4,137.12,Completed
ORD-00001526,PRD-00030,STR-0007,2024-01-21,4,1101.2,Returned
ORD-00001527,PRD-00053,STR-0001,2024-01-21,3,54.81,Completed
ORD-00001528,PRD-00032,STR-0002,2024-01-21,3,538.65,Completed
ORD-00001529,PRD-00066,STR-0004,2024-01-21,4,1092.44,Completed
ORD-00001530,PRD-00003,STR-0006,2024-01-21,3,1141.92,Completed
ORD-00001531,PRD-00039,STR-0016,2024-01-21,2,401.1,Completed
ORD-00001532,PRD-00016,STR-0004,2024-01-21,4,178.56,Completed
ORD-00001533,PRD-00005,STR-0007,2024-01-21,3,2220.12,Completed
ORD-00001534,PRD-00004,STR-0014,2024-01-21,4,2881.12,Completed
ORD-00001535,PRD-00061,STR-0016,2024-01-21,1,408.25,Cancelled
ORD-00001536,PRD-00017,STR-0009,2024-01-21,5,229.55,Cancelled
ORD-00001537,PRD-00006,STR-0001,2024-01-21,4,4627.2,Completed
ORD-00001538,PRD-00019,STR-0004,2024-01-21,3,414.78,Completed
ORD-00001539,PRD-00057,STR-0009,2024-01-21,4,1404.92,Cancelled
ORD-00001540,PRD-00014,STR-0008,2024-01-21,3,2884.2,Cancelled
ORD-00001541,PRD-00024,STR-0013,2024-01-21,4,275.64,Completed
ORD-00001542,PRD-00055,STR-0008,2024-01-21,5,18.1,Completed
ORD-00001543,PRD-00057,STR-0010,2024-01-21,5,1756.15,Completed
ORD-00001544,PRD-00040,STR-0003,2024-01-21,3,1058.07,Completed
ORD-00001545,PRD-00034,STR-0011,2024-01-21,1,389.03,Completed
ORD-00001546,PRD-00016,STR-0005,2024-01-21,5,223.2,Returned
ORD-00001547,PRD-00024,STR-0002,2024-01-21,4,275.64,Completed
ORD-00001548,PRD-00032,STR-0013,2024-01-21,1,179.55,Completed
ORD-00001549,PRD-00015,STR-0003,2024-01-21,4,205.72,Completed
ORD-00001550,PRD-00055,STR-0002,2024-01-21,2,7.24,Cancelled
ORD-00001551,PRD-00051,STR-0007,2024-01-21,4,39.08,Completed
ORD-00001552,PRD-00032,STR-0014,2024-01-21,2,359.1,Completed
ORD-00001553,PRD-00066,STR-0009,2024-01-21,3,819.33,Completed
ORD-00001554,PRD-00008,STR-0013,2024-01-21,4,4065.32,Completed
ORD-00001555,PRD-00007,STR-0001,2024-01-21,5,4653.5,Returned
ORD-00001556,PRD-00039,STR-0005,2024-01-21,3,601.65,Cancelled
ORD-00001557,PRD-00033,STR-0006,2024-01-21,1,381.98,Completed
ORD-00001558,PRD-00049,STR-0013,2024-01-21,3,36.21,Returned
ORD-00001559,PRD-00056,STR-0014,2024-01-21,4,555.0,Completed
ORD-00001560,PRD-00007,STR-0011,2024-01-21,4,3722.8,Completed
ORD-00001561,PRD-00021,STR-0001,2024-01-21,3,102.84,Completed
ORD-00001562,PRD-00055,STR-0012,2024-01-21,4,14.48,Completed
ORD-00001563,PRD-00044,STR-0001,2024-01-21,5,24.7,Completed
ORD-00001564,PRD-00040,STR-0011,2024-01-21,2,705.38,Completed
ORD-00001565,PRD-00065,STR-0001,2024-01-21,4,1138.2,Completed
ORD-00001566,PRD-00032,STR-0012,2024-01-21,3,538.65,Completed
ORD-00001567,PRD-00049,STR-0005,2024-01-21,2,24.14,Completed
ORD-00001568,PRD-00044,STR-0010,2024-01-21,1,4.94,Completed
ORD-00001569,PRD-00051,STR-0011,2024-01-21,5,48.85,Cancelled
ORD-00001570,PRD-00045,STR-0008,2024-01-21,1,8.09,Completed
ORD-00001571,PRD-00055,STR-0006,2024-01-21,2,7.24,Completed
ORD-00001572,PRD-00023,STR-0005,2024-01-21,3,347.52,Completed
ORD-00001573,PRD-00058,STR-0014,2024-01-21,4,1947.96,Returned
ORD-00001574,PRD-00061,STR-0010,2024-01-21,4,1633.0,Completed
ORD-00001575,PRD-00041,STR-0003,2024-01-21,4,413.52,Completed
ORD-00001576,PRD-00014,STR-0003,2024-01-21,2,1922.8,Completed
ORD-00001577,PRD-00013,STR-0003,2024-01-21,3,2434.2,Cancelled
ORD-00001578,PRD-00033,STR-0017,2024-01-21,4,1527.92,Completed
ORD-00001579,PRD-00001,STR-0001,2024-01-21,1,177.75,Completed
ORD-00001580,PRD-00067,STR-0013,2024-01-21,4,281.84,Returned
ORD-00001581,PRD-00064,STR-0005,2024-01-21,2,552.66,Completed
ORD-00001582,PRD-00023,STR-0012,2024-01-21,4,463.36,Completed
ORD-00001583,PRD-00035,STR-0015,2024-01-21,2,415.98,Returned
ORD-00001584,PRD-00053,STR-0009,2024-01-21,2,36.54,Returned
ORD-00001585,PRD-00055,STR-0003,2024-01-21,2,7.24,Returned
ORD-00001586,PRD-00015,STR-0006,2024-01-21,1,51.43,Completed
ORD-00001587,PRD-00068,STR-0009,2024-01-21,2,1007.48,Returned
ORD-00001588,PRD-00062,STR-0011,2024-01-21,2,880.9,Completed
ORD-00001589,PRD-00045,STR-0013,2024-01-21,5,40.45,Completed
ORD-00001590,PRD-00060,STR-0012,2024-01-21,2,508.62,Completed
ORD-00001591,PRD-00034,STR-0017,2024-01-21,2,778.06,Completed
ORD-00001592,PRD-00017,STR-0004,2024-01-21,5,229.55,Returned
ORD-00001593,PRD-00030,STR-0017,2024-01-21,3,825.9,Completed
ORD-00001594,PRD-00047,STR-0009,2024-01-21,1,19.36,Completed
ORD-00001595,PRD-00055,STR-0009,2024-01-21,3,10.86,Returned
ORD-00001596,PRD-00048,STR-0010,2024-01-21,4,73.56,Completed
ORD-00001597,PRD-00019,STR-0007,2024-01-21,1,138.26,Completed
ORD-00001598,PRD-00018,STR-0007,2024-01-21,2,138.3,Returned
ORD-00001599,PRD-00058,STR-0010,2024-01-21,5,2434.95,Cancelled
ORD-00001600,PRD-00063,STR-0003,2024-01-21,4,635.8,Completed
ORD-00001601,PRD-00051,STR-0007,2024-01-21,2,19.54,Returned
ORD-00001602,PRD-00038,STR-0006,2024-01-21,4,881.4,Completed
ORD-00001603,PRD-00004,STR-0007,2024-01-21,5,3601.4,Cancelled
ORD-00001604,PRD-00049,STR-0006,2024-01-21,1,12.07,Completed
ORD-00001605,PRD-00046,STR-0001,2024-01-21,5,58.6,Completed
ORD-00001606,PRD-00009,STR-0013,2024-01-21,2,2266.18,Completed
ORD-00001607,PRD-00033,STR-0011,2024-01-21,2,763.96,Completed
ORD-00001608,PRD-00050,STR-0008,2024-01-21,3,14.31,Returned
ORD-00001609,PRD-00065,STR-0005,2024-01-21,3,853.65,Cancelled
ORD-00001610,PRD-00030,STR-0011,2024-01-21,2,550.6,Completed
ORD-00001611,PRD-00002,STR-0002,2024-01-21,1,498.71,Cancelled
ORD-00001612,PRD-00009,STR-0013,2024-01-21,4,4532.36,Completed
ORD-00001613,PRD-00065,STR-0010,2024-01-21,5,1422.75,Completed
ORD-00001614,PRD-00055,STR-0012,2024-01-21,2,7.24,Completed
ORD-00001615,PRD-00033,STR-0009,2024-01-21,3,1145.94,Completed
ORD-00001616,PRD-00034,STR-0014,2024-01-21,1,389.03,Cancelled
ORD-00001617,PRD-00027,STR-0012,2024-01-21,1,121.92,Completed
ORD-00001618,PRD-00028,STR-0015,2024-01-21,5,800.25,Completed
ORD-00001619,PRD-00002,STR-0011,2024-01-21,2,997.42,Returned
ORD-00001620,PRD-00016,STR-0005,2024-01-21,5,223.2,Completed
ORD-00001621,PRD-00065,STR-0017,2024-01-21,3,853.65,Cancelled
ORD-00001622,PRD-00050,STR-0014,2024-01-21,5,23.85,Cancelled
ORD-00001623,PRD-00066,STR-0005,2024-01-21,5,1365.55,Completed
ORD-00001624,PRD-00040,STR-0011,2024-01-21,4,1410.76,Cancelled
ORD-00001625,PRD-00018,STR-0016,2024-01-22,1,69.15,Completed
ORD-00001626,PRD-00058,STR-0005,2024-01-22,3,1460.97,Completed
ORD-00001627,PRD-00030,STR-0002,2024-01-22,1,275.3,Returned
ORD-00001628,PRD-00049,STR-0009,2024-01-22,2,24.14,Completed
ORD-00001629,PRD-00017,STR-0007,2024-01-22,5,229.55,Returned
ORD-00001630,PRD-00029,STR-0015,2024-01-22,2,432.68,Cancelled
ORD-00001631,PRD-00031,STR-0008,2024-01-22,5,1514.15,Completed
ORD-00001632,PRD-00020,STR-0004,2024-01-22,5,218.45,Completed
ORD-00001633,PRD-00004,STR-0013,2024-01-22,2,1440.56,Cancelled
ORD-00001634,PRD-00027,STR-0006,2024-01-22,5,609.6,Cancelled
ORD-00001635,PRD-00007,STR-0007,2024-01-22,2,1861.4,Completed
ORD-00001636,PRD-00016,STR-0002,2024-01-22,1,44.64,Completed
ORD-00001637,PRD-00024,STR-0008,2024-01-22,2,137.82,Completed
ORD-00001638,PRD-00003,STR-0003,2024-01-22,5,1903.2,Completed
ORD-00001639,PRD-00060,STR-0014,2024-01-22,4,1017.24,Completed
ORD-00001640,PRD-00006,STR-0001,2024-01-22,5,5784.0,Returned
ORD-00001641,PRD-00062,STR-0013,2024-01-22,1,440.45,Completed
ORD-00001642,PRD-00011,STR-0010,2024-01-22,2,988.16,Completed
ORD-00001643,PRD-00050,STR-0003,2024-01-22,3,14.31,Completed
ORD-00001644,PRD-00031,STR-0010,2024-01-22,3,908.49,Returned
ORD-00001645,PRD-00032,STR-0003,2024-01-22,5,897.75,Cancelled
ORD-00001646,PRD-00007,STR-0016,2024-01-22,3,2792.1,Completed
ORD-00001647,PRD-00018,STR-0007,2024-01-22,3,207.45,Completed
ORD-00001648,PRD-00053,STR-0011,2024-01-22,1,18.27,Completed
ORD-00001649,PRD-00001,STR-0007,2024-01-22,1,177.75,Completed
ORD-00001650,PRD-00052,STR-0006,2024-01-22,1,7.28,Completed
ORD-00001651,PRD-00036,STR-0011,2024-01-22,5,1691.2,Completed
ORD-00001652,PRD-00057,STR-0003,2024-01-22,3,1053.69,Completed
ORD-00001653,PRD-00006,STR-0014,2024-01-22,4,4627.2,Returned
ORD-00001654,PRD-00050,STR-0014,2024-01-22,3,14.31,Completed
ORD-00001655,PRD-00010,STR-0001,2024-01-22,4,2467.0,Completed
ORD-00001656,PRD-00039,STR-0003,2024-01-22,1,200.55,Returned
ORD-00001657,PRD-00029,STR-0010,2024-01-22,1,216.34,Completed
ORD-00001658,PRD-00042,STR-0004,2024-01-22,4,15.84,Cancelled
ORD-00001659,PRD-00035,STR-0016,2024-01-22,1,207.99,Cancelled
ORD-00001660,PRD-00002,STR-0012,2024-01-22,5,2493.55,Completed
ORD-00001661,PRD-00056,STR-0014,2024-01-22,5,693.75,Completed
ORD-00001662,PRD-00038,STR-0005,2024-01-22,4,881.4,Cancelled
ORD-00001663,PRD-00052,STR-0006,2024-01-22,4,29.12,Cancelled
ORD-00001664,PRD-00059,STR-0001,2024-01-22,5,1999.05,Completed
ORD-00001665,PRD-00056,STR-0017,2024-01-22,5,693.75,Completed
ORD-00001666,PRD-00061,STR-0017,2024-01-22,4,1633.0,Cancelled
ORD-00001667,PRD-00010,STR-0012,2024-01-22,1,616.75,Completed
ORD-00001668,PRD-00055,STR-0006,2024-01-22,3,10.86,Completed
ORD-00001669,PRD-00010,STR-0015,2024-01-22,4,2467.0,Completed
ORD-00001670,PRD-00031,STR-0005,2024-01-22,1,302.83,Completed
ORD-00001671,PRD-00017,STR-0014,2024-01-22,3,137.73,Completed
ORD-00001672,PRD-00067,STR-0006,2024-01-22,4,281.84,Completed
ORD-00001673,PRD-00039,STR-0003,2024-01-22,5,1002.75,Completed
ORD-00001674,PRD-00048,STR-0005,2024-01-22,1,18.39,Completed
ORD-00001675,PRD-00047,STR-0011,2024-01-22,5,96.8,Completed
ORD-00001676,PRD-00016,STR-0015,2024-01-22,4,178.56,Completed
ORD-00001677,PRD-00012,STR-0005,2024-01-23,4,3709.08,Completed
ORD-00001678,PRD-00050,STR-0006,2024-01-23,1,4.77,Completed
ORD-00001679,PRD-00019,STR-0009,2024-01-23,1,138.26,Cancelled
ORD-00001680,PRD-00052,STR-0005,2024-01-23,4,29.12,Completed
ORD-00001681,PRD-00023,STR-0006,2024-01-23,2,231.68,Cancelled
ORD-00001682,PRD-00062,STR-0011,2024-01-23,5,2202.25,Cancelled
ORD-00001683,PRD-00010,STR-0015,2024-01-23,1,616.75,Returned
ORD-00001684,PRD-00034,STR-0012,2024-01-23,3,1167.09,Completed
ORD-00001685,PRD-00014,STR-0012,2024-01-23,3,2884.2,Completed
ORD-00001686,PRD-00063,STR-0002,2024-01-23,3,476.85,Completed
ORD-00001687,PRD-00065,STR-0005,2024-01-23,1,284.55,Cancelled
ORD-00001688,PRD-00019,STR-0005,2024-01-23,3,414.78,Completed
ORD-00001689,PRD-00001,STR-0001,2024-01-23,1,177.75,Completed
ORD-00001690,PRD-00052,STR-0008,2024-01-23,3,21.84,Completed
ORD-00001691,PRD-00036,STR-0002,2024-01-23,4,1352.96,Completed
ORD-00001692,PRD-00028,STR-0005,2024-01-23,3,480.15,Completed
ORD-00001693,PRD-00023,STR-0017,2024-01-23,2,231.68,Cancelled
ORD-00001694,PRD-00042,STR-0009,2024-01-23,1,3.96,Completed
ORD-00001695,PRD-00012,STR-0016,2024-01-23,5,4636.35,Returned
